"","scenario","climate.gcm","rcp","decade","manage.cost.rxfire.timberrev.transport.net_mean","manage.cost.rxfire.timberrev.transport.net_sd","all.costs.manage.timber.transport.rx.wildfire_mean","all.costs.manage.timber.transport.rx.wildfire_sd","wildfire.cost_mean","wildfire.cost_sd","chips.green.to.gen.mtons_mean","chips.green.to.gen.mtons_sd","timber.biomass.rev.post.trans.net_mean","timber.biomass.rev.post.trans.net_sd","timber.cuft.annualavg_mean","timber.cuft.annualavg_sd","biomass.cut.mtons_mean","biomass.cut.mtons_sd","cumulative.sequestration.allpools.mtons.carbon.decadeavg_mean","cumulative.sequestration.allpools.mtons.carbon.decadeavg_sd"
"19","1","CanESM",8.5,"(80,90]",0,0,773121.931628413,1066921.33775632,773121.931628413,1066921.33775632,0,0,0,0,NA,NA,NA,NA,1673930.45166667,200849.205750801
"20","1","CanESM",8.5,"(90,100]",0,0,1100012.7294787,1246603.46074486,1100012.7294787,1246603.46074486,0,0,0,0,NA,NA,NA,NA,1700044.86633333,250660.687622591
"21","1","CNRM",4.5,"(0,10]",0,0,1171578.21237807,1257885.04474044,1171578.21237807,1257885.04474044,0,0,0,0,NA,NA,NA,NA,158905.36,98387.4545825656
"22","1","CNRM",4.5,"(10,20]",0,0,1507417.76464417,1981057.99023175,1507417.76464417,1981057.99023175,0,0,0,0,NA,NA,NA,NA,445827.022333333,77159.9804303655
"23","1","CNRM",4.5,"(20,30]",0,0,1167560.75608674,1536415.88771714,1167560.75608674,1536415.88771714,0,0,0,0,NA,NA,NA,NA,635426.237333333,69467.0452516719
"24","1","CNRM",4.5,"(30,40]",0,0,1099553.10517439,1396315.72690165,1099553.10517439,1396315.72690165,0,0,0,0,NA,NA,NA,NA,774018.309,88378.8769715243
"25","1","CNRM",4.5,"(40,50]",0,0,1457776.75851002,1463686.93064332,1457776.75851002,1463686.93064332,0,0,0,0,NA,NA,NA,NA,940693.237,108594.07386544
"26","1","CNRM",4.5,"(50,60]",0,0,1906051.97985896,2851714.88455426,1906051.97985896,2851714.88455426,0,0,0,0,NA,NA,NA,NA,1050772.63166667,100446.421311374
"27","1","CNRM",4.5,"(60,70]",0,0,2483704.53529468,2670611.75340957,2483704.53529468,2670611.75340957,0,0,0,0,NA,NA,NA,NA,1138800.737,86423.7703486771
"28","1","CNRM",4.5,"(70,80]",0,0,1721915.14794954,2350950.35806744,1721915.14794954,2350950.35806744,0,0,0,0,NA,NA,NA,NA,1228245.81133333,93788.9949775307
"29","1","CNRM",4.5,"(80,90]",0,0,1863541.69403603,2317589.86287178,1863541.69403603,2317589.86287178,0,0,0,0,NA,NA,NA,NA,1323839.524,92391.03891669
"30","1","CNRM",4.5,"(90,100]",0,0,1435402.52826976,1310235.33005987,1435402.52826976,1310235.33005987,0,0,0,0,NA,NA,NA,NA,1335994.901,127364.583180456
"31","1","CNRM",8.5,"(0,10]",0,0,1268859.39325824,1380559.11304532,1268859.39325824,1380559.11304532,0,0,0,0,NA,NA,NA,NA,182578.364,115280.587738793
"32","1","CNRM",8.5,"(10,20]",0,0,873273.725152186,1217797.1942778,873273.725152186,1217797.1942778,0,0,0,0,NA,NA,NA,NA,502796.519666667,87302.9534149148
"33","1","CNRM",8.5,"(20,30]",0,0,1540352.83944465,2003541.81723841,1540352.83944465,2003541.81723841,0,0,0,0,NA,NA,NA,NA,720607.654666667,95974.9223806353
"34","1","CNRM",8.5,"(30,40]",0,0,1289270.45594452,1743963.79050352,1289270.45594452,1743963.79050352,0,0,0,0,NA,NA,NA,NA,873236.290333333,94837.7394428181
"35","1","CNRM",8.5,"(40,50]",0,0,1509958.7659723,1453862.43202158,1509958.7659723,1453862.43202158,0,0,0,0,NA,NA,NA,NA,1020664.05933333,129127.738895571
"36","1","CNRM",8.5,"(50,60]",0,0,2138306.10012246,1773575.43238826,2138306.10012246,1773575.43238826,0,0,0,0,NA,NA,NA,NA,1128875.994,116559.671633134
"37","1","CNRM",8.5,"(60,70]",0,0,1719666.48492209,2149923.76763156,1719666.48492209,2149923.76763156,0,0,0,0,NA,NA,NA,NA,1259107.72166667,139303.974658886
"38","1","CNRM",8.5,"(70,80]",0,0,2062529.97653306,2166469.30625207,2062529.97653306,2166469.30625207,0,0,0,0,NA,NA,NA,NA,1367804.865,119082.025851714
"39","1","CNRM",8.5,"(80,90]",0,0,2014597.31174939,1815275.19934476,2014597.31174939,1815275.19934476,0,0,0,0,NA,NA,NA,NA,1454176.909,157047.369282032
"40","1","CNRM",8.5,"(90,100]",0,0,752809.758481876,1001965.00588659,752809.758481876,1001965.00588659,0,0,0,0,NA,NA,NA,NA,1501225.31433333,206507.623712553
"41","1","HADGEM2",4.5,"(0,10]",0,0,442987.54236573,539704.233082413,442987.54236573,539704.233082413,0,0,0,0,NA,NA,NA,NA,191238.906,118814.326059671
"42","1","HADGEM2",4.5,"(10,20]",0,0,1096033.70230604,1566654.9499291,1096033.70230604,1566654.9499291,0,0,0,0,NA,NA,NA,NA,515685.165,78232.0611680298
"43","1","HADGEM2",4.5,"(20,30]",0,0,1472240.4723242,1819904.22042142,1472240.4723242,1819904.22042142,0,0,0,0,NA,NA,NA,NA,720264.836666667,72756.528485217
"44","1","HADGEM2",4.5,"(30,40]",0,0,1648754.22478739,2141634.51812465,1648754.22478739,2141634.51812465,0,0,0,0,NA,NA,NA,NA,918650.205666667,98581.5753049462
"45","1","HADGEM2",4.5,"(40,50]",0,0,1760804.76706662,1827659.46516307,1760804.76706662,1827659.46516307,0,0,0,0,NA,NA,NA,NA,1100849.68833333,115951.256867091
"46","1","HADGEM2",4.5,"(50,60]",0,0,1035063.14024738,1052661.28258441,1035063.14024738,1052661.28258441,0,0,0,0,NA,NA,NA,NA,1289178.84233333,138004.144107929
"47","1","HADGEM2",4.5,"(60,70]",0,0,769218.018741241,955828.282166685,769218.018741241,955828.282166685,0,0,0,0,NA,NA,NA,NA,1500183.57466667,175266.662982922
"48","1","HADGEM2",4.5,"(70,80]",0,0,1642000.93937391,1777989.7203248,1642000.93937391,1777989.7203248,0,0,0,0,NA,NA,NA,NA,1704355.83833333,204995.824691073
"49","1","HADGEM2",4.5,"(80,90]",0,0,1630187.41922876,1920775.84757486,1630187.41922876,1920775.84757486,0,0,0,0,NA,NA,NA,NA,1847168.28166667,223235.732621401
"50","1","HADGEM2",4.5,"(90,100]",0,0,1403710.50200506,1963600.90774932,1403710.50200506,1963600.90774932,0,0,0,0,NA,NA,NA,NA,1981386.49466667,252099.625355694
"51","1","HADGEM2",8.5,"(0,10]",0,0,445286.422988348,553870.777759337,445286.422988348,553870.777759337,0,0,0,0,NA,NA,NA,NA,181559.578,113356.451038073
"52","1","HADGEM2",8.5,"(10,20]",0,0,1198564.10166494,1552407.51507189,1198564.10166494,1552407.51507189,0,0,0,0,NA,NA,NA,NA,505688.496,85164.225313308
"53","1","HADGEM2",8.5,"(20,30]",0,0,1360381.92421482,1600598.99535087,1360381.92421482,1600598.99535087,0,0,0,0,NA,NA,NA,NA,724633.195,89076.2295538819
"54","1","HADGEM2",8.5,"(30,40]",0,0,870046.503666278,1108885.07746709,870046.503666278,1108885.07746709,0,0,0,0,NA,NA,NA,NA,897538.255666667,112572.196758713
"55","1","HADGEM2",8.5,"(40,50]",0,0,1299297.28038866,1842214.79297045,1299297.28038866,1842214.79297045,0,0,0,0,NA,NA,NA,NA,1090428.13233333,128571.823246898
"56","1","HADGEM2",8.5,"(50,60]",0,0,1642467.59956767,2044739.02243312,1642467.59956767,2044739.02243312,0,0,0,0,NA,NA,NA,NA,1279862.938,137539.952078106
"57","1","HADGEM2",8.5,"(60,70]",0,0,1716639.68763513,2110746.68727789,1716639.68763513,2110746.68727789,0,0,0,0,NA,NA,NA,NA,1427895.57266667,175755.055827527
"58","1","HADGEM2",8.5,"(70,80]",0,0,1312217.03793854,1375483.14148862,1312217.03793854,1375483.14148862,0,0,0,0,NA,NA,NA,NA,1578246.279,194947.058294253
"59","1","HADGEM2",8.5,"(80,90]",0,0,1413225.53792912,2020132.28744163,1413225.53792912,2020132.28744163,0,0,0,0,NA,NA,NA,NA,1695095.28433333,249674.151750151
"60","1","HADGEM2",8.5,"(90,100]",0,0,1010892.41312884,1157535.40974799,1010892.41312884,1157535.40974799,0,0,0,0,NA,NA,NA,NA,1851783.066,283000.067134416
"61","1","MIROC5",4.5,"(0,10]",0,0,1110073.64090006,1089443.70248923,1110073.64090006,1089443.70248923,0,0,0,0,NA,NA,NA,NA,179516.605666667,110268.399364763
"62","1","MIROC5",4.5,"(10,20]",0,0,1177680.66762532,1417110.75984871,1177680.66762532,1417110.75984871,0,0,0,0,NA,NA,NA,NA,480898.806666667,76604.9469966493
"63","1","MIROC5",4.5,"(20,30]",0,0,1351344.89818571,1475315.3496907,1351344.89818571,1475315.3496907,0,0,0,0,NA,NA,NA,NA,656895.34,101667.967679265
"64","1","MIROC5",4.5,"(30,40]",0,0,1856538.89559759,1803273.17348126,1856538.89559759,1803273.17348126,0,0,0,0,NA,NA,NA,NA,806317.430666667,158679.82274884
"65","1","MIROC5",4.5,"(40,50]",0,0,1743531.01950134,1666520.92377572,1743531.01950134,1666520.92377572,0,0,0,0,NA,NA,NA,NA,1016061.99266667,209966.956086269
"66","1","MIROC5",4.5,"(50,60]",0,0,2338202.43890361,2688256.52607025,2338202.43890361,2688256.52607025,0,0,0,0,NA,NA,NA,NA,1177329.668,256584.284601775
"67","1","MIROC5",4.5,"(60,70]",0,0,2267193.44394158,2429209.72271299,2267193.44394158,2429209.72271299,0,0,0,0,NA,NA,NA,NA,1361999.00866667,333898.978069702
"68","1","MIROC5",4.5,"(70,80]",0,0,3946617.35153612,4458634.23031002,3946617.35153612,4458634.23031002,0,0,0,0,NA,NA,NA,NA,1499113.968,417358.663995152
"69","1","MIROC5",4.5,"(80,90]",0,0,3146101.87644106,3590439.0030757,3146101.87644106,3590439.0030757,0,0,0,0,NA,NA,NA,NA,1507937.63,467597.71196467
"70","1","MIROC5",4.5,"(90,100]",0,0,2654375.82024893,3407449.73104154,2654375.82024893,3407449.73104154,0,0,0,0,NA,NA,NA,NA,1535951.17266667,505351.640358264
"71","1","MIROC5",8.5,"(0,10]",0,0,1168697.92344822,1148453.03898632,1168697.92344822,1148453.03898632,0,0,0,0,NA,NA,NA,NA,176012.547333333,108599.878201278
"72","1","MIROC5",8.5,"(10,20]",0,0,1094103.00130982,1487781.80129409,1094103.00130982,1487781.80129409,0,0,0,0,NA,NA,NA,NA,483362.402666666,95721.8378500254
"73","1","MIROC5",8.5,"(20,30]",0,0,1350785.67555821,1592652.00980863,1350785.67555821,1592652.00980863,0,0,0,0,NA,NA,NA,NA,721298.740666667,91270.166673265
"74","1","MIROC5",8.5,"(30,40]",0,0,1660672.15227565,1921120.98564573,1660672.15227565,1921120.98564573,0,0,0,0,NA,NA,NA,NA,911646.974666666,107692.828932415
"75","1","MIROC5",8.5,"(40,50]",0,0,2159570.68481491,1834314.50314257,2159570.68481491,1834314.50314257,0,0,0,0,NA,NA,NA,NA,1092415.79366667,107788.793127622
"76","1","MIROC5",8.5,"(50,60]",0,0,1690910.24728727,2010015.51349093,1690910.24728727,2010015.51349093,0,0,0,0,NA,NA,NA,NA,1269541.84866667,108238.081722663
"77","1","MIROC5",8.5,"(60,70]",0,0,1955940.24390154,2208823.27314191,1955940.24390154,2208823.27314191,0,0,0,0,NA,NA,NA,NA,1450838.545,121846.936455868
"78","1","MIROC5",8.5,"(70,80]",0,0,1574447.48515429,2049260.19639639,1574447.48515429,2049260.19639639,0,0,0,0,NA,NA,NA,NA,1627989.72166667,119815.930756606
"79","1","MIROC5",8.5,"(80,90]",0,0,3795046.17654099,3156874.95841801,3795046.17654099,3156874.95841801,0,0,0,0,NA,NA,NA,NA,1715470.73566667,158847.512111674
"80","1","MIROC5",8.5,"(90,100]",0,0,4875321.77570486,5161395.28467643,4875321.77570486,5161395.28467643,0,0,0,0,NA,NA,NA,NA,1747235.19366667,244974.996246306
"81","2","CanESM",4.5,"(0,10]",1280108.61305347,65151.591747756,1693271.92900028,416350.933421762,413163.315946817,405325.107335143,3063.23850481967,207.082953931498,268596.967635008,15291.011428367,327354.031987966,562.438524994148,22386.93455182,50.1346185439706,135146.684326901,77698.6601298669
"82","2","CanESM",4.5,"(10,20]",961410.601133228,144810.423169019,2163006.40634517,1856148.99183198,1201595.80521194,1796965.64754759,3468.00418161018,668.770088857065,299253.818763842,49717.1257945971,328807.814126185,12868.9950039634,18165.4549956876,626.418068884151,344574.674777375,62702.1495188622
"83","2","CanESM",4.5,"(20,30]",582043.265861082,93992.3045086889,1417921.29858295,729276.449565322,835878.03272187,681628.906581143,1348.46329891475,394.998105149071,166484.012242483,38360.6674178804,198376.774153948,11741.512327117,11567.2071934253,440.002564146159,539616.282970227,60156.1107755683
"84","2","CanESM",4.5,"(30,40]",415002.813228263,124193.475935775,1535011.05711857,1414810.0425111,1120008.24389031,1347948.00691172,1585.58179933171,723.841015665123,184707.333417457,77500.3568587207,195939.790258466,18310.2037063515,9704.21398139034,543.788166919613,700551.230614636,48878.1789644176
"85","2","CanESM",4.5,"(40,50]",635712.419866373,114989.778174504,1565516.86209513,1344967.55926559,929804.442228758,1296721.25069663,1431.02222043302,660.081028198187,188721.856018885,59174.5971163663,228961.613195686,12518.7963603904,12984.6532284409,551.090452223759,833241.23534339,39178.219071767
"86","2","CanESM",4.5,"(50,60]",515941.134303313,144365.07824276,2120750.03660103,1915570.90419897,1604808.90229771,1926514.68061859,1439.16851807386,581.091912998127,177034.345083242,60794.9814295024,197754.913337337,9640.40566873156,10487.5795769252,470.8365968591,945073.480419437,47438.977678222
"87","2","CanESM",4.5,"(60,70]",1049469.14110141,241746.956308785,2327268.36056951,1879787.85048635,1277799.2194681,1766052.46326077,2066.17689806582,1018.98683478231,249687.770716725,84394.1305248528,305977.498327339,16257.6391132815,19074.7765008199,505.987836339757,1086051.32323969,54489.4469229642
"88","2","CanESM",4.5,"(70,80]",799996.76101191,290296.546136567,1384065.55081328,807541.690080338,584068.789801371,677627.327360833,2093.56412319942,1044.22684207503,240394.975529794,101743.528167699,270695.33089608,24991.3056363211,15086.4785928276,1022.31569505948,1239736.32656734,79674.5065706269
"89","2","CanESM",4.5,"(80,90]",1238606.26495356,252647.57556806,2950085.421996,2062043.76947465,1711479.15704244,1978005.61321385,2294.86240547253,923.661957742296,280903.007738997,80441.4248257645,343817.487303242,32955.844210054,21965.4886884522,1382.50992916283,1371905.03304197,73192.8189612638
"90","2","CanESM",4.5,"(90,100]",847816.248401355,329228.075819982,3394773.04377164,3395099.03999342,2546956.79537029,3429370.46379535,2043.17780810241,993.903586409508,233006.209302471,96288.1195065512,261391.979561742,11208.6472724377,14845.5544554002,493.624315475186,1387661.57217792,86823.6421054351
"91","2","CanESM",8.5,"(0,10]",1249389.58607942,102666.177777078,2005996.04146768,929600.051668209,756606.455388262,914157.362883062,2954.18267142733,325.034114440613,259414.078400346,23190.0273568826,316933.13807866,7324.82271109823,21778.8599548003,528.593972207082,109949.164670637,63350.3578125539
"92","2","CanESM",8.5,"(10,20]",933885.815122005,171756.092523267,2002468.3595475,1088460.19853519,1068582.5444255,1014282.08914364,3343.97539490687,661.171414883866,289460.425402196,51245.9779177223,316504.904827535,15147.3008067333,17443.1461588952,625.330043408511,315059.887701191,61293.1904873519
"93","2","CanESM",8.5,"(20,30]",581740.276576438,81578.2995073392,1670994.6814472,1557828.94759872,1089254.40487077,1546382.98867627,1282.26648503413,342.592801795049,161170.390947666,30230.7834168729,193370.385381292,4432.12880531136,11349.7749303164,89.1356608034624,513857.271508858,60572.9074226339
"94","2","CanESM",8.5,"(30,40]",430272.163308394,135821.553007676,1253302.15636961,1009404.23635824,823029.993061212,980986.943371418,1370.96251430714,448.76799389255,165305.283754765,46619.9022114626,179496.360301776,6238.62706497952,9401.24770011623,398.590840655396,690966.896550987,57378.8506015587
"95","2","CanESM",8.5,"(40,50]",714055.103190553,170797.898633566,1798815.62310423,1521681.8952933,1084760.51991368,1490691.8757702,1565.96955129505,859.609567042703,197079.116358811,71413.8620059235,236722.563209389,19100.0946387141,13744.6947918815,756.626719108327,824518.329764156,60191.3986685601
"96","2","CanESM",8.5,"(50,60]",693101.258438199,253115.147108076,1267859.01808847,874169.690962686,574757.759650268,757130.137384378,1876.49259697596,844.016289718372,211576.019904816,81333.3510552556,233195.833246676,14103.3764495136,12873.8696643861,805.001452642552,1002206.9162406,76478.0395018451
"97","2","CanESM",8.5,"(60,70]",1286098.73171545,311725.438374836,2013615.92320252,1086984.81753236,727517.19148707,908428.534391159,2264.63295751942,1032.19028257052,276515.375794382,86977.218224118,344866.530190933,8291.87563941054,22616.8848216533,504.374666052641,1152401.44688514,38637.0765721059
"98","2","CanESM",8.5,"(70,80]",1181162.33382398,425658.588106134,1934514.94757813,1287057.25262395,753352.613754153,1057881.01741012,2961.51545209379,1620.91505481371,312252.788161465,142463.157419711,342448.350662044,33261.683198624,19829.2440174146,1567.89404836859,1227461.38144036,29183.5508944853
"99","2","CanESM",8.5,"(80,90]",1605324.85122946,411758.807644996,2957569.11105621,1445831.34883899,1352244.25982675,1274709.18277275,3017.78525490274,1526.85855247039,354973.66057247,121565.921868193,425485.508652934,11998.7081703193,27072.5177027613,406.155238662054,1294735.27684367,21992.5790220002
"100","2","CanESM",8.5,"(90,100]",1090473.77528636,546820.61492174,1941770.59069826,1534968.77914744,851296.815411906,1156460.64751785,2667.03957716089,1731.47557471384,300123.958721569,144417.376866269,332801.996612147,22095.934144899,18513.7063467489,1477.9084442758,1293885.09131747,32562.1577044066
"101","2","CNRM",4.5,"(0,10]",1243992.9119834,89429.8477534232,2368669.78139648,1072391.27916511,1124676.86941308,1024029.83704416,2910.13558713083,346.381012934962,256594.900018714,20494.6254189943,314405.452281144,9185.51222023606,21690.3562291138,616.014963077611,106600.017277102,61319.2854115506
"102","2","CNRM",4.5,"(10,20]",888951.975621308,155308.495260152,1520523.28795574,826524.015434545,631571.312334428,741604.979769025,3147.57789585239,680.818116065325,275353.640710744,53722.6686042241,306130.200453092,11604.6447344212,16994.3753115565,551.919435608375,282539.897383301,59078.237667274
"103","2","CNRM",4.5,"(20,30]",547328.915834316,117924.074645628,1754366.95438186,1670159.67316497,1207038.03854754,1641802.46931783,1279.33079479102,601.066615116408,156364.393580691,51861.3985991915,185385.58219996,22879.4199624376,10742.3798139235,1041.05823490032,466470.233171597,49668.8424309666
"104","2","CNRM",4.5,"(30,40]",402153.262453793,146593.359006059,1804633.35591217,1559019.89277039,1402480.09345837,1540357.88903623,1646.99651682882,887.729365474831,183451.419312727,85747.9075333158,193685.55765231,8977.50846882626,9294.77420666142,286.493949891669,596305.758082884,43744.1326789246
"105","2","CNRM",4.5,"(40,50]",488122.016675142,87961.2992636166,2127949.38477283,1829515.92783215,1639827.36809769,1800684.99896628,927.229147902627,359.765118857375,137205.778938394,37425.5240129134,175237.409175713,14456.8032862632,10187.010924967,551.158691858253,720301.09213599,32499.9993743128
"106","2","CNRM",4.5,"(50,60]",464794.967660454,162686.576001185,2114756.16954722,2367467.34150166,1649961.20188677,2293130.64396285,1357.68966962104,525.913625211775,161610.104415092,59990.1094680657,180269.082899202,17389.294865402,9371.31648490845,984.813731933549,811650.744567962,35495.0170635263
"107","2","CNRM",4.5,"(60,70]",796664.872318766,224983.059702849,2531309.10378483,1893121.97000804,1734644.23146606,1865689.19324258,1302.6327531079,610.670640864914,170986.993346373,61792.0318322542,221740.029389025,28522.2937894622,14460.0088660334,1451.89069453281,927495.602603985,33178.1050038891
"108","2","CNRM",4.5,"(70,80]",692619.690052565,266024.977673565,2050286.32975817,1978093.54187141,1357666.63970561,1789020.98467574,1821.03421985865,792.189839178843,195885.035851551,86636.9893011895,218987.172823939,23611.8954395075,12197.7196328103,1434.43288361579,1013686.94362986,53368.8046573389
"109","2","CNRM",4.5,"(80,90]",1005403.4849379,257468.43461336,2743313.48370525,2133156.85280678,1737909.99876735,2071381.9952249,1632.63902441915,473.703260987959,206986.954904951,56691.7088757648,262589.996058995,6402.28963254277,17397.6210487832,422.568964263756,1088365.51140079,57879.9643231952
"110","2","CNRM",4.5,"(90,100]",900168.080474428,401865.598618323,2032664.37725914,1438241.45654241,1132496.29678472,1368203.54238663,2273.6967498909,1252.48717384658,239121.200365218,126864.888795381,263467.659774342,10917.6181797773,14968.9992576122,689.388172120375,1089897.33669062,56129.1608306594
"111","2","CNRM",8.5,"(0,10]",1274040.19530469,62210.7938322498,1918505.38050082,587182.113706516,644465.185196138,560719.736946913,3053.45058126083,211.594766733145,268595.869000736,16442.3937902881,327094.097360786,3744.10331043392,22289.4118932616,184.43467815666,127645.322402614,77707.1634954059
"112","2","CNRM",8.5,"(10,20]",919358.983335638,193344.468707409,2118720.54247457,1212218.17128781,1199361.55913893,1111717.91586659,3216.92241384352,905.271524186007,284586.6914602,75617.9119876513,312729.569774937,12314.3714815734,17403.1837268478,771.004822230945,332318.733019587,58547.024794965
"113","2","CNRM",8.5,"(20,30]",581717.206155593,101067.149496702,1905673.08786705,1823740.15617115,1323955.88171146,1836284.60801354,1340.27595679211,376.312611648503,167542.559911685,36608.7968324473,199764.05411022,3232.29821896254,11614.2897065051,89.8231971055187,520820.331799325,54031.084077822
"114","2","CNRM",8.5,"(30,40]",449461.370601916,220418.43714761,1635615.52032026,1649969.94883894,1186154.14971834,1610453.11959644,1637.79554208724,974.702123619704,181770.452476168,82886.4813973885,192958.631148656,29882.4315835027,9703.27027280594,1584.53852364194,660049.875853364,46773.2221818278
"115","2","CNRM",8.5,"(40,50]",577070.623369131,129633.628771326,2305618.20192727,2065659.1978953,1728547.57855814,2020413.55976079,1202.0695939888,589.296362778532,165381.050852049,58482.8643121971,204093.986583964,10339.5728967018,11743.964727616,369.33616916339,800562.566537801,47898.3064264672
"116","2","CNRM",8.5,"(50,60]",546911.663345136,229623.791699065,3109266.4346906,3048001.72567793,2562354.77134547,2945003.71392689,1591.15429059834,1052.761919851,185677.990897817,90669.0907291787,205956.626283541,35410.0885343081,10869.4188015083,2004.97812481996,893821.982225562,65120.0151466818
"117","2","CNRM",8.5,"(60,70]",930510.561704355,225984.90368737,2747159.9423988,1825202.32295864,1816649.38069444,1733080.44705461,1593.36098863365,628.08391540746,198225.241906597,61575.1683374145,249889.177986822,16854.3419304537,16427.882813383,786.308848142574,1018257.48791532,62586.0431947587
"118","2","CNRM",8.5,"(70,80]",846005.567629608,389252.631247941,1980540.61907995,1418135.26139772,1134535.05145034,1257360.58345036,2096.18805489956,1284.9207441691,223573.582741504,116296.553614566,252021.302036536,29697.635886789,14485.9086709427,1639.04696742101,1140734.50723475,77412.3156948019
"119","2","CNRM",8.5,"(80,90]",1320582.26771099,324554.950251035,2597658.07363525,1693679.65035338,1277075.80592426,1537928.68062142,2166.27370303923,961.644339096402,260837.678268662,80765.4359199772,322800.426932391,25800.429562273,21721.9507909923,2267.24904062019,1232538.3262586,101184.015720929
"120","2","CNRM",8.5,"(90,100]",1077633.69506681,477486.998331761,2175373.27388132,1761094.37145672,1097739.5788145,1443260.91165647,2700.2838585249,1773.8555171897,282486.99767106,145960.388432859,306139.960462436,22358.9047702738,17281.7427351801,591.860273679493,1272169.12173462,108209.592141635
"121","2","HADGEM2",4.5,"(0,10]",1265125.38678828,114176.684748561,2001096.22975672,980435.923448777,735970.842968441,952277.057031014,3030.74874570649,327.430539439217,266019.636594913,23892.6508888758,324774.398400505,7768.0514260352,22241.724289064,771.060520480422,125076.12985616,73432.4560930997
"122","2","HADGEM2",4.5,"(10,20]",876037.94073292,185189.717119445,2319648.36445803,1644148.98508819,1443610.42372511,1521224.97788707,3114.12145949857,727.450635456811,274612.629293041,56473.6283883477,302981.265714765,8904.73868679465,16712.4878000369,147.048865502786,311497.824283515,51621.5032260641
"123","2","HADGEM2",4.5,"(20,30]",527860.239900952,134917.604465493,1520743.08449829,1207127.47923257,992882.844597339,1168666.16485122,1407.34277281567,626.777564410492,165329.400064453,57280.7483284575,191032.34642931,20268.996931374,10581.8004853909,915.69440051163,495968.141205214,64403.2828111695
"124","2","HADGEM2",4.5,"(30,40]",329701.406551189,122917.792425202,1184349.50608399,1143801.5350711,854648.099532802,1121486.25800792,1320.15449564154,731.779044332045,157472.650461788,78208.920175494,165352.043895619,31747.4650394715,8012.89971043485,1255.27806410725,697509.81206226,70213.344605405
"125","2","HADGEM2",4.5,"(40,50]",489399.554240952,89976.6763977186,1693185.39152344,1342020.2999839,1203785.83728249,1350726.53231656,1122.19844674471,476.999058667112,153179.531797302,47061.112463578,184983.056816891,20552.8524200762,10293.4369228439,781.647500608873,882420.80721575,58847.8986171706
"126","2","HADGEM2",4.5,"(50,60]",456658.796925116,172684.399578613,1424813.27886614,1455104.17094427,968154.48194102,1398455.7946196,1330.67132367678,729.442823734109,161595.113139013,76505.6248502687,179396.001862168,29253.6544537894,9395.48934824512,1369.04438304249,1041530.04075906,73387.0789781033
"127","2","HADGEM2",4.5,"(60,70]",877427.560221424,212120.802741678,2251457.24388977,1585519.05669439,1374029.68366834,1480872.75126385,1648.41114284003,785.843595296284,200842.166176975,67609.1121653627,248951.79058548,36414.0146608653,15670.591323677,2063.82598520372,1201627.26853823,87865.7945609539
"128","2","HADGEM2",4.5,"(70,80]",681058.856029852,260762.028072189,2086742.86063769,1931570.5191644,1405684.00460784,1770875.37838743,1671.65841286826,960.186172039948,193077.819506976,97966.6930784817,217456.623789022,17232.8559085665,12344.3234434215,768.43283685796,1330139.58418689,107909.79314967
"129","2","HADGEM2",4.5,"(80,90]",1039925.94224976,210470.485810502,3035871.86527723,2010711.41180053,1995945.92302748,1968336.9424056,1798.23737484172,619.696838748472,222819.761587061,52570.6677219527,277766.785663249,13775.6317232124,18003.3694643977,817.315536073744,1492399.1102807,116617.276945866
"130","2","HADGEM2",4.5,"(90,100]",710355.49151629,277286.625369628,2813341.95575975,3179411.89143149,2102986.46424346,3126058.25103093,1679.71632491724,966.366216256031,207478.546917087,100884.826652203,232369.202199037,14646.5423738069,12935.4461180523,832.73084393775,1568918.99084103,89838.9820402125
"131","2","HADGEM2",8.5,"(0,10]",1238671.3257712,123343.392831274,2519315.14315279,1794583.81326033,1280643.81738158,1746860.90951956,2960.74522841801,407.213199737772,259940.286976503,27964.8575115391,316178.176877104,4537.86226017703,21652.0462478713,201.560077029249,113619.567242373,65722.1854244363
